,env,algo,lr,beta,epsilon,avg_return,total_time,asymptotic_return
445,SpaceInvaders,sgd,0.9661365231256314,0.8093338337575395,3.967789044737056e-07,246.85262098042918,5204.425381660461,260.4
446,Breakout,sgd,0.9661365231256314,0.8093338337575395,3.967789044737056e-07,12.334594493350815,5218.110472202301,23.57
447,Qbert,sgd,0.9661365231256314,0.8093338337575395,3.967789044737056e-07,254.2586663722676,6604.103310823441,347.5
448,BeamRider,adam,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,356.43394140409066,5306.390611171722,335.72
449,SpaceInvaders,adam,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,203.84854961832062,5313.943298339844,196.75
450,Breakout,adam,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,6.412658858709195,5328.5539083480835,5.7
451,Qbert,adam,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,154.42801992938925,6844.066362380981,191.25
452,BeamRider,tdprop,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,648.4715048975958,7271.3231201171875,654.48
453,SpaceInvaders,tdprop,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,278.9758397171479,7364.658843994141,281.75
454,Breakout,tdprop,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,1.9573705892889128,11208.883805513382,1.95
455,Qbert,tdprop,0.005726297083765736,0.8093338337575395,3.967789044737056e-07,161.87643020594965,8999.217080831528,179.0
456,BeamRider,sgd,0.3279222050696302,0.01270037225705567,3.679544274885395e-07,1174.0130741441596,6299.022145986557,1530.34
457,SpaceInvaders,sgd,0.3279222050696302,0.01270037225705567,3.679544274885395e-07,376.3228621291448,5184.154096126556,578.35
458,Breakout,sgd,0.3279222050696302,0.01270037225705567,3.679544274885395e-07,12.211467531015982,5059.531175613403,105.28
459,Qbert,sgd,0.3279222050696302,0.01270037225705567,3.679544274885395e-07,1157.281156258522,5261.960036993027,2767.75
460,BeamRider,adam,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,263.90934844192634,6575.7706842422485,133.32
461,SpaceInvaders,adam,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,245.3074321992961,5541.224406719208,266.05
462,Breakout,adam,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,6.1490528696635565,7751.867309093475,8.48
463,Qbert,adam,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,388.06197785117547,7074.2490129470825,348.25
464,BeamRider,tdprop,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,624.6940118447028,7843.898712396622,682.12
465,SpaceInvaders,tdprop,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,314.80393487109905,7194.277491807938,277.1
466,Breakout,tdprop,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,8.38290954022241,10744.527983665466,11.77
467,Qbert,tdprop,5.06484901712043e-05,0.01270037225705567,3.679544274885395e-07,384.4096914440083,7388.272001028061,325.5
468,BeamRider,sgd,0.015307047652709703,0.8062000813803197,9.137509014555885e-05,439.3622754491018,6748.980697154999,593.68
469,SpaceInvaders,sgd,0.015307047652709703,0.8062000813803197,9.137509014555885e-05,314.2681355495426,5622.8130984306335,358.65
470,Breakout,sgd,0.015307047652709703,0.8062000813803197,9.137509014555885e-05,4.579944145877825,6611.879254102707,6.79
471,Qbert,sgd,0.015307047652709703,0.8062000813803197,9.137509014555885e-05,478.8038288933448,7396.518969297409,520.25
472,BeamRider,adam,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,1206.0218214881043,6845.531695365906,1358.2
473,SpaceInvaders,adam,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,460.309671834422,6665.259965181351,573.2
474,Breakout,adam,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,47.14445101851069,6939.590567827225,32.33
475,Qbert,adam,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,1126.0604625660453,5265.1176018714905,1142.25
476,BeamRider,tdprop,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,1358.7063605930177,6643.902104616165,1567.48
477,SpaceInvaders,tdprop,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,488.57225148123763,8867.44733285904,631.0
478,Breakout,tdprop,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,69.08778660005353,9082.119284391403,152.87
479,Qbert,tdprop,0.0007735228100019844,0.8062000813803197,9.137509014555885e-05,986.6340984284533,9011.137956380844,2337.75
480,BeamRider,sgd,0.05613241195805954,0.9879799548100913,8.584477014936052e-05,818.1394923393551,7114.764068603516,1254.92
481,SpaceInvaders,sgd,0.05613241195805954,0.9879799548100913,8.584477014936052e-05,410.61599885926137,5074.645212650299,474.0
482,Breakout,sgd,0.05613241195805954,0.9879799548100913,8.584477014936052e-05,16.605388272583202,5619.702766180038,53.73
483,Qbert,sgd,0.05613241195805954,0.9879799548100913,8.584477014936052e-05,730.3590846184262,6116.973078250885,1128.0
484,BeamRider,adam,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,687.504507124164,6744.030870914459,765.24
485,SpaceInvaders,adam,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,329.3041075241804,5572.958616018295,400.85
486,Breakout,adam,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,6.300662494435571,5521.038739204407,16.77
487,Qbert,adam,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,445.32670779072424,5275.299256324768,775.5
488,BeamRider,tdprop,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,696.6444378872824,6918.614055395126,697.28
489,SpaceInvaders,tdprop,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,367.00564971751413,6328.804230213165,454.0
490,Breakout,tdprop,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,5.271953405017921,8251.517957925797,8.95
491,Qbert,tdprop,2.1267734607567107e-05,0.9879799548100913,8.584477014936052e-05,500.0327950422943,7203.957773685455,802.0
492,BeamRider,sgd,0.25288709762130995,0.595289373918262,9.812230183969501e-06,1227.4183333333333,5861.585397720337,1589.6
493,SpaceInvaders,sgd,0.25288709762130995,0.595289373918262,9.812230183969501e-06,365.39153401384823,6109.43029999733,380.95
494,Breakout,sgd,0.25288709762130995,0.595289373918262,9.812230183969501e-06,34.8767832260633,5752.088730812073,76.84
495,Qbert,sgd,0.25288709762130995,0.595289373918262,9.812230183969501e-06,1347.146724417975,6799.802943468094,3799.75
496,BeamRider,adam,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,382.24716344679547,5378.581428527832,384.8
497,SpaceInvaders,adam,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,238.75841315040125,5337.032306194305,194.35
498,Breakout,adam,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,24.93797684819784,5400.9955332279205,41.79
499,Qbert,adam,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,490.45607340783135,7003.283257722855,579.25
500,BeamRider,tdprop,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,1271.2399256044637,8392.105983018875,1490.0
501,SpaceInvaders,tdprop,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,360.12022217349994,7148.261310338974,419.85
502,Breakout,tdprop,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,34.620686881685835,6681.419965028763,52.88
503,Qbert,tdprop,0.0010861748686961244,0.595289373918262,9.812230183969501e-06,140.99409608460115,7520.092103004456,151.5
504,BeamRider,sgd,0.27472118864631373,0.9909255941540569,3.571559461904285e-08,1306.7478320013604,5370.736884832382,1676.76
505,SpaceInvaders,sgd,0.27472118864631373,0.9909255941540569,3.571559461904285e-08,371.61405473507386,4770.112506389618,551.25
506,Breakout,sgd,0.27472118864631373,0.9909255941540569,3.571559461904285e-08,41.53366845920037,5619.503668785095,185.72
507,Qbert,sgd,0.27472118864631373,0.9909255941540569,3.571559461904285e-08,1751.7203012666896,7353.721740961075,2945.0
508,BeamRider,adam,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,1244.764291017075,5510.570682048798,1552.4
509,SpaceInvaders,adam,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,425.52699597932224,5267.2548224925995,521.15
510,Breakout,adam,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,28.770239830396182,6141.582810640335,89.71
511,Qbert,adam,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,1450.874550980934,5296.361465930939,3723.25
512,BeamRider,tdprop,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,1322.5323141070187,7496.393253564835,1824.36
513,SpaceInvaders,tdprop,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,455.8809885931559,7370.242469072342,555.8
514,Breakout,tdprop,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,27.547519426180514,7008.114728450775,51.12
515,Qbert,tdprop,0.00010011476724674947,0.9909255941540569,3.571559461904285e-08,968.4671694764862,7988.614049434662,1630.25
516,BeamRider,sgd,0.014654067622808593,0.9493857948955168,1.0153770403834361e-06,704.5247924080664,6736.130661010742,719.08
517,SpaceInvaders,sgd,0.014654067622808593,0.9493857948955168,1.0153770403834361e-06,356.37402392721543,6691.60028219223,369.25
518,Breakout,sgd,0.014654067622808593,0.9493857948955168,1.0153770403834361e-06,3.2406524307900066,7620.390902519226,7.42
519,Qbert,sgd,0.014654067622808593,0.9493857948955168,1.0153770403834361e-06,481.4713682128731,6263.1661496162415,780.25
520,BeamRider,adam,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,1109.7383145684066,6951.686916351318,1156.44
521,SpaceInvaders,adam,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,489.6308269476373,6395.263304948807,590.35
522,Breakout,adam,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,64.43449434229137,5593.045482158661,144.59
523,Qbert,adam,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,1226.876864434869,6003.022853136063,1795.0
524,BeamRider,tdprop,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,1317.2131666960042,7380.320951461792,1565.0
525,SpaceInvaders,tdprop,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,470.8898776418242,8160.754628896713,618.9
526,Breakout,tdprop,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,103.42752888708696,7116.897202014923,231.34
527,Qbert,tdprop,0.0008700920241506531,0.9493857948955168,1.0153770403834361e-06,1133.9409916984519,7564.435802936554,1368.0
528,BeamRider,sgd,0.020582660310991017,0.4046286809174907,6.108749842686065e-05,717.6374212312166,7367.316967248917,862.72
529,SpaceInvaders,sgd,0.020582660310991017,0.4046286809174907,6.108749842686065e-05,319.89015709376537,6612.876972913742,433.7
530,Breakout,sgd,0.020582660310991017,0.4046286809174907,6.108749842686065e-05,3.0971907017737137,6864.205632448196,4.91
531,Qbert,sgd,0.020582660310991017,0.4046286809174907,6.108749842686065e-05,543.735843073299,5916.336795091629,776.25
532,BeamRider,adam,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,348.5704090035685,5799.398942708969,338.56
533,SpaceInvaders,adam,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,199.9724163295329,9729.473996639252,165.8
534,Breakout,adam,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,4.442664689160796,5470.0998277664185,3.3
535,Qbert,adam,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,320.69271215456104,5360.444887638092,268.25
536,BeamRider,tdprop,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,1093.9036237471087,6741.197958946228,1338.32
537,SpaceInvaders,tdprop,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,350.7928707642658,7398.196377038956,439.1
538,Breakout,tdprop,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,26.298525704682607,6991.977029085159,35.76
539,Qbert,tdprop,0.0032237671680986012,0.4046286809174907,6.108749842686065e-05,155.59617456017233,7242.71270608902,150.25
540,BeamRider,sgd,0.20437053381614417,0.15175513631224513,0.00020254762026047717,1276.8482747234605,5428.63848567009,1504.56
541,SpaceInvaders,sgd,0.20437053381614417,0.15175513631224513,0.00020254762026047717,376.9417441532826,8833.630254983902,497.7
542,Breakout,sgd,0.20437053381614417,0.15175513631224513,0.00020254762026047717,33.3525641025641,5688.584909439087,156.46
543,Qbert,sgd,0.20437053381614417,0.15175513631224513,0.00020254762026047717,1370.521168201384,5718.740766048431,3300.5
544,BeamRider,adam,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,676.7963800904978,5576.0082840919495,664.16
545,SpaceInvaders,adam,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,284.39619332207354,5513.002964019775,326.5
546,Breakout,adam,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,5.685078115389347,7759.848266363144,9.76
547,Qbert,adam,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,448.85392385392385,5194.053271532059,409.25
548,BeamRider,tdprop,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,682.0328502415459,6735.472577571869,729.8
549,SpaceInvaders,tdprop,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,323.3163856352169,7536.139118909836,327.25
550,Breakout,tdprop,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,4.7304175813572,9747.790879011154,4.52
551,Qbert,tdprop,6.736630620472249e-05,0.15175513631224513,0.00020254762026047717,495.9231382086548,7723.6648914813995,516.75
552,BeamRider,sgd,0.033608897639441734,0.8818028956212935,0.0029656480685687943,730.0381928272008,5053.16153717041,856.92
553,SpaceInvaders,sgd,0.033608897639441734,0.8818028956212935,0.0029656480685687943,356.6306294355641,5617.062943458557,428.65
554,Breakout,sgd,0.033608897639441734,0.8818028956212935,0.0029656480685687943,4.767979592956278,6493.184190988541,10.22
555,Qbert,sgd,0.033608897639441734,0.8818028956212935,0.0029656480685687943,573.4635811836115,5414.744070768356,694.25
556,BeamRider,adam,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,1135.623776557651,5608.350102424622,1613.0
557,SpaceInvaders,adam,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,421.27825714896954,5518.155722141266,520.55
558,Breakout,adam,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,32.31493149893058,5853.335104703903,107.89
559,Qbert,adam,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,1219.0722341568205,5739.173021554947,2049.75
560,BeamRider,tdprop,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,1217.4760652288269,6614.206325054169,1889.54
561,SpaceInvaders,tdprop,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,421.66511060040216,8528.096179008484,544.3
562,Breakout,tdprop,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,14.528636998603073,7632.179861545563,39.02
563,Qbert,tdprop,0.0006493651744281247,0.8818028956212935,0.0029656480685687943,1189.1311670812604,6677.450528860092,3094.0
564,BeamRider,sgd,0.0014687859762678138,0.367906417538424,0.0038377527642705937,674.1232761047003,5396.4575090408325,697.08
565,SpaceInvaders,sgd,0.0014687859762678138,0.367906417538424,0.0038377527642705937,184.43377777777778,4655.456522941589,324.1
566,Breakout,sgd,0.0014687859762678138,0.367906417538424,0.0038377527642705937,1.8206368471780958,6082.513485193253,1.82
567,Qbert,sgd,0.0014687859762678138,0.367906417538424,0.0038377527642705937,230.8715890309306,5651.461982011795,362.0
568,BeamRider,adam,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,471.9331184528606,5215.115159034729,463.52
569,SpaceInvaders,adam,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,296.3937409024745,6727.380732297897,338.95
570,Breakout,adam,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,1.6269177009481146,6256.682401895523,3.87
571,Qbert,adam,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,315.0364438797686,5209.546922683716,365.5
572,BeamRider,tdprop,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,456.454152070884,7213.399191617966,370.4
573,SpaceInvaders,tdprop,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,248.12479938370674,8520.53291273117,272.1
574,Breakout,tdprop,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,1.8400267393428291,9801.098249912262,2.9
575,Qbert,tdprop,1.2836134298861728e-05,0.367906417538424,0.0038377527642705937,256.986868844771,7226.570900440216,285.75
576,BeamRider,sgd,0.0036990773391625347,0.7959008147797627,0.0002746042736567916,550.9656088560886,5030.075768947601,512.64
577,SpaceInvaders,sgd,0.0036990773391625347,0.7959008147797627,0.0002746042736567916,332.40719017388903,5040.657737255096,358.9
578,Breakout,sgd,0.0036990773391625347,0.7959008147797627,0.0002746042736567916,2.613766067061007,7856.045939445496,3.26
579,Qbert,sgd,0.0036990773391625347,0.7959008147797627,0.0002746042736567916,307.27150269407304,5959.55366063118,261.25
580,BeamRider,adam,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,545.7153743570204,8864.705157756805,621.68
581,SpaceInvaders,adam,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,293.8025374301004,5596.481450557709,287.3
582,Breakout,adam,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,4.286235573659199,6095.59778881073,5.1
583,Qbert,adam,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,423.7173240689743,5115.219578027725,634.75
584,BeamRider,tdprop,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,546.1857359635812,8185.452545404434,579.24
585,SpaceInvaders,tdprop,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,327.67462648448475,6987.742985963821,344.25
586,Breakout,tdprop,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,4.321039182282794,7957.917631387711,6.19
587,Qbert,tdprop,1.814093701335149e-05,0.7959008147797627,0.0002746042736567916,437.43010201903786,8837.917742013931,592.75
588,BeamRider,sgd,0.023404387916867806,0.24433795061721908,0.0028778763344271593,838.9420289855072,6177.847795724869,1200.32
589,SpaceInvaders,sgd,0.023404387916867806,0.24433795061721908,0.0028778763344271593,317.8290651033632,4872.000232219696,355.05
590,Breakout,sgd,0.023404387916867806,0.24433795061721908,0.0028778763344271593,4.489687805379829,7021.660932064056,9.39
591,Qbert,sgd,0.023404387916867806,0.24433795061721908,0.0028778763344271593,529.0225744476465,4771.357015132904,567.25
592,BeamRider,adam,0.001483249721814624,0.24433795061721908,0.0028778763344271593,1057.2487738880434,5031.267909049988,1407.92
593,SpaceInvaders,adam,0.001483249721814624,0.24433795061721908,0.0028778763344271593,398.43557370961753,5068.663617134094,506.25
594,Breakout,adam,0.001483249721814624,0.24433795061721908,0.0028778763344271593,41.3363154406892,5657.80099439621,144.3
595,Qbert,adam,0.001483249721814624,0.24433795061721908,0.0028778763344271593,737.1411175120603,4854.595043182373,968.25
596,BeamRider,tdprop,0.001483249721814624,0.24433795061721908,0.0028778763344271593,1241.9284085727313,8606.902776956558,1607.54
597,SpaceInvaders,tdprop,0.001483249721814624,0.24433795061721908,0.0028778763344271593,405.07605439041254,8418.682420015335,500.55
598,Breakout,tdprop,0.001483249721814624,0.24433795061721908,0.0028778763344271593,30.30354163993327,6645.131987571716,72.26
599,Qbert,tdprop,0.001483249721814624,0.24433795061721908,0.0028778763344271593,673.9496294198178,7733.5241713523865,871.75
